0.670500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.563500	0.607778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.528000	0.516667	0.654444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.505000	0.474444	0.570000	0.575556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.484000	0.410000	0.524444	0.520000	0.555556	0.000000	0.000000	0.000000	0.000000	0.000000
0.483000	0.386667	0.507778	0.493333	0.517778	0.364444	0.000000	0.000000	0.000000	0.000000
0.461500	0.372222	0.512222	0.490000	0.471111	0.313333	0.425556	0.000000	0.000000	0.000000
0.457000	0.384444	0.510000	0.484444	0.453333	0.271111	0.400000	0.312222	0.000000	0.000000
0.454000	0.383333	0.503333	0.484444	0.426667	0.262222	0.398889	0.275556	0.324444	0.000000
0.450500	0.383333	0.494444	0.480000	0.402222	0.251111	0.383333	0.271111	0.313333	0.432500
