4.284882	2.440300	2.112065	1.975520	1.875643	1.763755	1.688330	1.586515	1.519932	1.489035	1.396289	1.342539	1.288233	1.257389	1.204400	1.153477	1.113297	1.088802	1.055169	1.025634	1.001536	0.955666	0.929167	0.906817	0.899732	0.859537	0.831503	0.791255	0.785689	0.768881	0.760443	0.713217	0.723495	0.708765	0.667965	0.667183	0.660235	0.632662	0.631116	0.616611	0.595790	0.579892	0.557229	0.565636	0.555704	0.519490	0.529382	0.516222	0.511789	0.509598
1.465684	1.008359	0.890005	0.820594	0.761579	0.720903	0.666214	0.604441	0.564259	0.522874	0.539402	0.518562	0.476056	0.494193	0.424859	0.419915	0.397636	0.380323	0.393007	0.338210	0.338567	0.339274	0.330143	0.321776	0.276322	0.288447	0.271391	0.293027	0.293882	0.286834	0.253613	0.282484	0.243712	0.247432	0.257369	0.262299	0.252100	0.219558	0.234038	0.234201	0.218715	0.217021	0.242380	0.213967	0.209843	0.210196	0.209122	0.195184	0.197092	0.199393
1.153146	0.703757	0.586241	0.486098	0.478961	0.426530	0.370827	0.361111	0.321681	0.317674	0.310389	0.283969	0.291340	0.275256	0.238434	0.239842	0.218319	0.216158	0.214808	0.210943	0.207796	0.221450	0.204185	0.190844	0.200351	0.174145	0.160279	0.174072	0.156822	0.167882	0.196214	0.169140	0.177654	0.145703	0.149459	0.167126	0.144784	0.144940	0.140345	0.123288	0.139426	0.148804	0.138270	0.141940	0.142299	0.149774	0.139658	0.134492	0.148533	0.128709
1.222665	0.780359	0.663968	0.620993	0.584248	0.515402	0.464066	0.464269	0.443596	0.400659	0.387980	0.363847	0.361068	0.343245	0.326015	0.337247	0.304021	0.320313	0.274030	0.290419	0.276763	0.259479	0.266998	0.272507	0.216973	0.231645	0.212331	0.205188	0.210725	0.236237	0.217917	0.197408	0.197866	0.203257	0.182788	0.201697	0.167807	0.177087	0.194122	0.225891	0.168493	0.180689	0.151249	0.155004	0.184568	0.161584	0.151428	0.180291	0.168403	0.150314
1.156565	0.753360	0.650241	0.585596	0.560120	0.522698	0.460152	0.405812	0.404931	0.380369	0.341750	0.362658	0.329667	0.326557	0.309212	0.318712	0.275388	0.285886	0.282542	0.278520	0.225981	0.247542	0.230641	0.220336	0.226669	0.213432	0.230605	0.226889	0.232587	0.221589	0.211800	0.178474	0.192225	0.179725	0.182541	0.189762	0.189967	0.165452	0.185713	0.167192	0.168892	0.169203	0.171027	0.177744	0.172209	0.159767	0.164869	0.157079	0.143643	0.130504
0.093913	0.096434	0.072502	0.072098	0.091379	0.084058	0.075807	0.073158	0.086023	0.083285	0.081451	0.076677	0.071466	0.072018	0.072869	0.071906	0.066390	0.069008	0.071509	0.065152	0.062083	0.077792	0.075948	0.074534	0.075638	0.068642	0.068006	0.066716	0.067099	0.073568	0.045643	0.033048	0.030687	0.029518	0.028501	0.028004	0.027405	0.026919	0.026603	0.026020	0.025506	0.025463	0.024825	0.024848	0.024549	0.024197	0.023986	0.023881	0.023547	0.023545
0.063486	0.074548	0.084881	0.073836	0.066460	0.078482	0.074970	0.074355	0.071563	0.080618	0.065777	0.073785	0.071137	0.068516	0.054485	0.067806	0.062414	0.065829	0.066119	0.061823	0.058782	0.057300	0.065195	0.067451	0.065093	0.065054	0.064360	0.065345	0.057564	0.062134	0.040428	0.030424	0.028670	0.027644	0.026786	0.026119	0.025457	0.025040	0.024736	0.024358	0.024319	0.023829	0.023522	0.023357	0.023108	0.022720	0.022580	0.022590	0.022291	0.022203
0.033499	0.055582	0.051430	0.058616	0.050196	0.057564	0.053008	0.038590	0.037830	0.033379	0.031278	0.033164	0.045634	0.049302	0.044064	0.038885	0.035487	0.034109	0.048327	0.050930	0.039753	0.032530	0.033331	0.030797	0.030991	0.029906	0.028078	0.028874	0.029129	0.030265	0.024130	0.020006	0.019263	0.018952	0.018665	0.018626	0.018318	0.018204	0.018043	0.018011	0.017931	0.017857	0.017698	0.017519	0.017653	0.017419	0.017451	0.017447	0.017268	0.017315
0.024266	0.020468	0.018309	0.017085	0.016374	0.015902	0.015526	0.015359	0.015165	0.015035	0.014873	0.014989	0.015008	0.014833	0.014748	0.015081	0.015185	0.014793	0.014813	0.015403	0.016230	0.015869	0.015646	0.015802	0.015959	0.016614	0.016634	0.016829	0.018099	0.016470	0.015064	0.014485	0.014451	0.014332	0.014247	0.014191	0.014179	0.014286	0.014131	0.014296	0.014210	0.014160	0.014147	0.014089	0.014060	0.014073	0.014092	0.014010	0.014090	0.014065
0.019875	0.016913	0.015378	0.014629	0.014244	0.014019	0.013774	0.013858	0.013765	0.013785	0.013668	0.013564	0.013551	0.013372	0.013279	0.013257	0.013586	0.013607	0.013473	0.013997	0.014010	0.014218	0.014653	0.015004	0.014756	0.014537	0.014230	0.015179	0.015092	0.016275	0.014102	0.013292	0.013032	0.012984	0.013030	0.012730	0.012845	0.012758	0.012750	0.012724	0.012680	0.012540	0.012682	0.012648	0.012679	0.012703	0.012666	0.012611	0.012618	0.012597
