3.482607	2.931654	2.752297	2.639044	2.452067	2.256710	2.048165	1.881738	1.724296	1.570485	1.406233	1.260681	1.142278	0.995122	0.871064	0.770086	0.680485	0.624915	0.545987	0.521900
1.186507	0.779706	0.661599	0.529248	0.435081	0.389305	0.315168	0.287105	0.244469	0.213753	0.216829	0.205384	0.197241	0.185469	0.177009	0.167233	0.178820	0.164931	0.156696	0.150255
1.375703	1.059465	0.896564	0.751234	0.590971	0.481778	0.390852	0.339573	0.280440	0.274302	0.272682	0.251183	0.243544	0.216866	0.203523	0.196527	0.192296	0.183323	0.189120	0.193460
1.274293	0.960365	0.806169	0.653867	0.531898	0.442576	0.374521	0.311204	0.293429	0.264187	0.251818	0.231700	0.212709	0.221175	0.198941	0.201545	0.181479	0.166436	0.188191	0.172327
1.204825	0.898778	0.756798	0.611897	0.474553	0.398992	0.331949	0.293784	0.288659	0.258171	0.229210	0.217274	0.205634	0.190475	0.187138	0.185437	0.187127	0.187359	0.165062	0.182059
0.550394	0.404038	0.356944	0.296358	0.288708	0.260251	0.292807	0.249029	0.208477	0.203207	0.198703	0.198748	0.192863	0.186077	0.176965	0.156812	0.143241	0.158426	0.158703	0.151971
0.084425	0.096130	0.092519	0.088770	0.084355	0.077914	0.077093	0.082161	0.072276	0.068433	0.072057	0.071442	0.063791	0.066914	0.071517	0.062078	0.063397	0.062937	0.061536	0.059368
0.044023	0.055424	0.054592	0.055930	0.050849	0.052797	0.053919	0.046465	0.050758	0.048607	0.044086	0.045458	0.042018	0.037475	0.031794	0.033476	0.037478	0.036960	0.030865	0.028746
0.020145	0.019245	0.022153	0.023688	0.025260	0.025991	0.026949	0.025450	0.022820	0.021474	0.022636	0.021511	0.022549	0.020964	0.020843	0.020891	0.020999	0.020164	0.022247	0.019558
0.021868	0.019527	0.018591	0.018094	0.017830	0.017639	0.017515	0.017411	0.017360	0.017218	0.017197	0.017083	0.017062	0.017082	0.017042	0.016955	0.016905	0.016875	0.016861	0.016817
