0.078074	0.134593	0.177778	0.212074	0.271111	0.318741	0.385630	0.439630	0.484222	0.523630	0.576074	0.616222	0.652444	0.692815	0.734370	0.762222	0.787630	0.805185	0.829407	0.834593
0.602963	0.738272	0.779588	0.823539	0.860576	0.872263	0.893663	0.904856	0.918519	0.927407	0.926091	0.931687	0.936461	0.934486	0.938930	0.944033	0.938436	0.943704	0.945844	0.946173
0.527572	0.640823	0.694321	0.745021	0.800165	0.838683	0.870617	0.883128	0.902551	0.907490	0.905021	0.912593	0.918354	0.926420	0.930535	0.932840	0.937778	0.938107	0.934321	0.931358
0.563128	0.673251	0.724280	0.775967	0.820412	0.841811	0.877860	0.895967	0.895967	0.910453	0.911605	0.921317	0.926255	0.923951	0.928724	0.930700	0.938930	0.943374	0.935967	0.942551
0.584856	0.698272	0.741564	0.793909	0.839506	0.861235	0.886255	0.898436	0.899588	0.910947	0.919177	0.926420	0.934815	0.936461	0.934156	0.938107	0.938272	0.935638	0.947490	0.940741
0.168230	0.187984	0.210370	0.247572	0.283621	0.323621	0.362469	0.382222	0.424527	0.439506	0.449383	0.467160	0.468148	0.483292	0.494815	0.495309	0.499095	0.504198	0.502387	0.496955
0.169053	0.239506	0.285103	0.312263	0.332675	0.344033	0.346831	0.349136	0.359835	0.367078	0.360988	0.370370	0.365267	0.373663	0.373333	0.378930	0.380905	0.386502	0.378930	0.382058
0.232593	0.315885	0.338601	0.354074	0.363786	0.362798	0.364609	0.375473	0.372510	0.376461	0.373827	0.379753	0.387490	0.383868	0.386008	0.387819	0.386502	0.389630	0.386996	0.389630
0.253827	0.382387	0.413663	0.424691	0.428313	0.433416	0.438354	0.438354	0.443292	0.446749	0.448889	0.450041	0.451029	0.446420	0.447737	0.453992	0.459753	0.459753	0.464362	0.462222
0.203128	0.304198	0.351440	0.372016	0.388313	0.389300	0.395226	0.391440	0.395885	0.401317	0.404280	0.410041	0.410700	0.409877	0.408230	0.415967	0.414650	0.416955	0.415144	0.421070
