3.532134	3.290003	3.032274	2.834523	2.717586	2.658709	2.530571	2.351029	2.197827	2.036505	1.877889	1.698981	1.565044	1.418612	1.291274	1.126976	1.028502	0.895495	0.771939	0.682163
1.202878	0.809664	0.667215	0.561780	0.463792	0.384456	0.327770	0.291308	0.288645	0.234567	0.247429	0.232043	0.218841	0.203069	0.194797	0.198872	0.188514	0.167073	0.174545	0.172639
1.398087	1.043267	0.869371	0.749199	0.585641	0.471534	0.380047	0.334597	0.310878	0.302166	0.261284	0.262706	0.230820	0.243473	0.218925	0.237329	0.202290	0.214827	0.221431	0.182918
1.298684	1.009119	0.829278	0.661721	0.568850	0.447206	0.386145	0.339231	0.308387	0.290747	0.252353	0.240659	0.244056	0.229895	0.211240	0.210675	0.188015	0.220301	0.194299	0.190098
1.281987	0.932460	0.795048	0.681019	0.565678	0.426906	0.368659	0.341799	0.291083	0.293856	0.265482	0.231114	0.238055	0.199543	0.218640	0.198581	0.198568	0.198467	0.206086	0.184708
0.639399	0.436684	0.382063	0.334388	0.325383	0.284131	0.306231	0.241305	0.258253	0.229364	0.215631	0.195377	0.193545	0.183210	0.156768	0.170576	0.158797	0.158144	0.155325	0.137981
0.097152	0.092836	0.097536	0.090240	0.089649	0.082277	0.080186	0.079493	0.076796	0.076623	0.069498	0.073560	0.066008	0.067009	0.062945	0.067210	0.061790	0.066424	0.062899	0.062972
0.028959	0.049116	0.049424	0.053905	0.048513	0.047201	0.045099	0.044023	0.038216	0.034464	0.032030	0.030993	0.028897	0.029908	0.028681	0.025826	0.026737	0.026743	0.026224	0.026541
0.020539	0.018876	0.018152	0.017751	0.017501	0.017291	0.017164	0.017042	0.016969	0.016938	0.016879	0.016860	0.016764	0.016682	0.016604	0.016537	0.016525	0.016489	0.016430	0.016379
0.021410	0.019104	0.018227	0.017719	0.017437	0.017265	0.017142	0.017031	0.016886	0.016839	0.016820	0.016769	0.016758	0.016687	0.016577	0.016545	0.016529	0.016478	0.016518	0.016436
