0.055037	0.082148	0.108296	0.146667	0.178667	0.199630	0.239852	0.298222	0.340815	0.392074	0.437333	0.491407	0.532074	0.573259	0.605778	0.659704	0.686074	0.723481	0.757333	0.788222
0.595062	0.726420	0.780247	0.812510	0.842963	0.871440	0.891193	0.898601	0.897778	0.921646	0.918189	0.922305	0.923786	0.929877	0.931193	0.934979	0.939095	0.942222	0.940247	0.942716
0.519506	0.643128	0.712099	0.745679	0.799671	0.840658	0.875556	0.884280	0.892510	0.898601	0.913251	0.909959	0.923128	0.914568	0.923128	0.920823	0.931029	0.929053	0.924938	0.938107
0.554239	0.660247	0.716214	0.773663	0.807407	0.849053	0.869136	0.881975	0.892181	0.899918	0.915720	0.915226	0.912099	0.921811	0.929383	0.926584	0.933827	0.922305	0.934486	0.934650
0.548642	0.679177	0.721811	0.767737	0.802469	0.855144	0.871111	0.883786	0.898930	0.899918	0.908477	0.921811	0.918519	0.932346	0.924280	0.928889	0.930700	0.932675	0.928560	0.936132
0.130041	0.149465	0.170370	0.194239	0.218107	0.251687	0.274239	0.323457	0.346337	0.362140	0.383045	0.402634	0.412181	0.420082	0.421399	0.429465	0.430947	0.431276	0.437366	0.439506
0.182387	0.234568	0.291687	0.322469	0.337284	0.355556	0.357366	0.360988	0.366420	0.372675	0.376955	0.372510	0.379753	0.386502	0.384362	0.387654	0.388313	0.392428	0.395062	0.395556
0.206420	0.297284	0.320988	0.341564	0.350123	0.357860	0.356872	0.365103	0.364938	0.373169	0.373004	0.370206	0.378930	0.374321	0.380082	0.375967	0.382716	0.383210	0.385350	0.378436
0.247078	0.338107	0.373663	0.393416	0.403457	0.411687	0.411193	0.418436	0.426502	0.423210	0.428148	0.429959	0.438683	0.439342	0.439506	0.445761	0.444938	0.446749	0.450535	0.451358
0.212016	0.335638	0.368230	0.385679	0.394897	0.405597	0.407407	0.413004	0.419753	0.424856	0.418930	0.426996	0.427819	0.427819	0.430782	0.428807	0.429794	0.435226	0.430617	0.442140
