0.585800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.400800	0.736000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.366800	0.505778	0.569333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.348200	0.432444	0.363111	0.627111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.324000	0.417778	0.309333	0.446667	0.641333	0.000000	0.000000	0.000000	0.000000	0.000000
0.343600	0.416444	0.133333	0.336444	0.450667	0.575111	0.000000	0.000000	0.000000	0.000000
0.362800	0.420444	0.082222	0.320000	0.390222	0.407556	0.483111	0.000000	0.000000	0.000000
0.354200	0.429333	0.077333	0.304444	0.369778	0.334667	0.337333	0.413333	0.000000	0.000000
0.351200	0.424444	0.062667	0.274222	0.334667	0.284000	0.276889	0.313778	0.470667	0.000000
0.349200	0.429333	0.060889	0.268889	0.311556	0.257778	0.219111	0.245778	0.391111	0.439111
