0.570600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.570600	0.794667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.570600	0.794667	0.682222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.570600	0.794667	0.682222	0.716000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.570600	0.794667	0.682222	0.716000	0.770222	0.000000	0.000000	0.000000	0.000000	0.000000
0.570600	0.794667	0.682222	0.697778	0.764444	0.728444	0.000000	0.000000	0.000000	0.000000
0.570600	0.794667	0.682222	0.695111	0.762222	0.729778	0.581333	0.000000	0.000000	0.000000
0.570600	0.794667	0.682222	0.684000	0.763556	0.726222	0.581778	0.616889	0.000000	0.000000
0.570600	0.794667	0.682222	0.684000	0.763556	0.726222	0.580444	0.620444	0.709333	0.000000
0.570600	0.794667	0.682222	0.682667	0.761778	0.724444	0.580889	0.620000	0.708444	0.664444
