2.851613	2.476886	2.240684	2.004800	1.816209	1.625921	1.457607	1.276702	1.121248	0.944399	0.804869	0.682876	0.564988	0.487887	0.423864	0.358709	0.346065	0.306256	0.280904	0.258930
1.284106	0.790150	0.598384	0.440866	0.329093	0.267171	0.233400	0.214293	0.157105	0.148272	0.146017	0.135618	0.124644	0.109090	0.106116	0.092553	0.091928	0.087626	0.099784	0.075475
1.431035	1.005239	0.746888	0.577256	0.425879	0.350181	0.259674	0.232422	0.211524	0.186024	0.190739	0.137035	0.143830	0.149884	0.135766	0.112832	0.114577	0.113252	0.104970	0.109506
1.340584	0.941005	0.731003	0.559315	0.409425	0.338059	0.259970	0.223244	0.197051	0.168543	0.146318	0.149589	0.136611	0.152019	0.122860	0.115771	0.126843	0.099436	0.101165	0.094848
1.291297	0.869314	0.694799	0.515855	0.381118	0.307919	0.245038	0.206692	0.171668	0.163241	0.150769	0.137395	0.143141	0.123572	0.107276	0.115478	0.104076	0.122659	0.098167	0.089185
0.912871	0.580526	0.547285	0.537415	0.511970	0.543356	0.407037	0.346925	0.358870	0.371203	0.456300	0.293962	0.302659	0.308440	0.279212	0.331938	0.289379	0.276548	0.240663	0.254253
0.143135	0.110313	0.103672	0.100771	0.112706	0.115664	0.113455	0.101454	0.082158	0.090433	0.089941	0.074632	0.087480	0.087251	0.087055	0.081767	0.089545	0.071716	0.067140	0.067230
0.087244	0.062959	0.068635	0.072484	0.063101	0.073183	0.073893	0.057416	0.057524	0.058630	0.063824	0.065248	0.061028	0.053726	0.054940	0.052732	0.043423	0.052896	0.058127	0.054484
0.055886	0.038442	0.052242	0.049193	0.048886	0.047618	0.034349	0.026465	0.024123	0.025149	0.024146	0.021829	0.023001	0.024691	0.022247	0.023949	0.020925	0.019735	0.019644	0.019359
0.023161	0.021007	0.019816	0.019083	0.018579	0.018191	0.017988	0.017792	0.017657	0.017495	0.017381	0.017259	0.017216	0.017182	0.017090	0.017026	0.016987	0.016952	0.016863	0.016842
