0.056889	0.079333	0.098889	0.144222	0.212556	0.276667	0.296556	0.327111	0.354556	0.367111	0.382778	0.392111	0.418000	0.426444	0.447667	0.461667	0.468667	0.472000	0.491000	0.505889	0.519667	0.531556	0.536222	0.549667	0.560333	0.576333	0.594333	0.600667	0.609333	0.615556	0.625222	0.631222	0.651444	0.652667	0.672667	0.680667	0.691333	0.700444	0.696000	0.714333	0.722889	0.728111	0.732556	0.736333	0.740000	0.750778	0.758667	0.757111	0.767889	0.771333
0.408889	0.584198	0.646914	0.670864	0.687654	0.707654	0.726420	0.753333	0.776543	0.780988	0.788889	0.802716	0.804938	0.814815	0.822963	0.833580	0.831852	0.845185	0.869383	0.856790	0.872593	0.869136	0.868889	0.875309	0.877284	0.890370	0.879012	0.879259	0.885679	0.890617	0.897284	0.897531	0.897531	0.902963	0.897037	0.906420	0.896296	0.903210	0.905432	0.906420	0.910370	0.918519	0.912593	0.925185	0.907160	0.910617	0.918025	0.927654	0.921235	0.918519
0.576049	0.740000	0.773086	0.815062	0.837037	0.842469	0.857531	0.855802	0.884691	0.873580	0.889136	0.887407	0.893086	0.897284	0.899012	0.903457	0.911605	0.914321	0.909630	0.912840	0.920988	0.916543	0.918519	0.922963	0.926667	0.923210	0.924938	0.926420	0.939259	0.928395	0.938765	0.939259	0.930864	0.940741	0.932346	0.942716	0.942716	0.945185	0.936049	0.944198	0.947160	0.941728	0.944691	0.943210	0.945185	0.950123	0.946173	0.951111	0.945432	0.957284
0.531852	0.692346	0.737284	0.757037	0.775802	0.797531	0.801975	0.823210	0.827407	0.835556	0.849383	0.857284	0.862222	0.860988	0.877037	0.882222	0.886420	0.898272	0.881481	0.893086	0.890370	0.904198	0.902716	0.913086	0.916049	0.908642	0.913333	0.919259	0.912840	0.920247	0.918025	0.920741	0.924938	0.929630	0.922222	0.917037	0.923951	0.930617	0.939753	0.934074	0.934074	0.935062	0.930123	0.938519	0.924938	0.934321	0.938025	0.942716	0.942469	0.940247
0.551852	0.707160	0.733333	0.763704	0.784198	0.805926	0.820247	0.822222	0.841728	0.859259	0.855062	0.858272	0.880741	0.874815	0.886420	0.880247	0.881728	0.886667	0.888642	0.897531	0.907901	0.911852	0.904938	0.911605	0.910123	0.917284	0.916790	0.916049	0.917531	0.918519	0.917284	0.933086	0.930123	0.927901	0.918272	0.922222	0.931111	0.928642	0.937778	0.929383	0.930370	0.929136	0.934074	0.941481	0.937284	0.932840	0.936049	0.937531	0.938765	0.943704
0.176790	0.206667	0.219506	0.231111	0.256296	0.266420	0.275062	0.287407	0.292346	0.309136	0.316790	0.300494	0.315309	0.324444	0.330123	0.338025	0.338519	0.355309	0.356296	0.364938	0.361481	0.386420	0.375062	0.392593	0.391605	0.391358	0.399753	0.398025	0.406667	0.396049	0.415556	0.413580	0.414568	0.414321	0.415802	0.416790	0.418272	0.420988	0.414568	0.414815	0.414815	0.426420	0.420000	0.421481	0.418765	0.413086	0.424938	0.416049	0.426420	0.417778
0.127160	0.182963	0.273827	0.339012	0.378519	0.400494	0.414568	0.434321	0.441728	0.451358	0.460494	0.463951	0.472593	0.480494	0.488642	0.488395	0.486667	0.498519	0.503951	0.507901	0.505679	0.504444	0.514074	0.508148	0.514568	0.510370	0.518519	0.515556	0.517284	0.515802	0.529630	0.525432	0.525185	0.524938	0.521481	0.528889	0.523210	0.523210	0.521481	0.532346	0.526173	0.536296	0.527654	0.523457	0.530370	0.521975	0.531111	0.528395	0.530370	0.536049
0.108889	0.116790	0.134074	0.155802	0.174568	0.202469	0.222716	0.248889	0.270864	0.294074	0.319012	0.326420	0.352346	0.358765	0.356049	0.371852	0.379259	0.388395	0.395802	0.400000	0.394815	0.413086	0.403457	0.414568	0.417037	0.429383	0.419753	0.424198	0.424691	0.436296	0.429877	0.435556	0.438519	0.433333	0.439012	0.433333	0.432099	0.432099	0.438025	0.443704	0.430864	0.438272	0.436296	0.429877	0.433580	0.431605	0.439753	0.437037	0.438025	0.436049
0.152346	0.172346	0.202469	0.244198	0.274074	0.311358	0.335309	0.347160	0.360741	0.371852	0.378519	0.385432	0.405926	0.411111	0.395309	0.414568	0.426173	0.425679	0.433580	0.430123	0.433333	0.436790	0.446173	0.453580	0.440494	0.445679	0.451111	0.456296	0.445185	0.460000	0.457037	0.464444	0.471358	0.466173	0.463210	0.460000	0.468395	0.458519	0.469383	0.465926	0.458765	0.464938	0.462963	0.461975	0.459259	0.455062	0.452840	0.464691	0.461975	0.466667
0.201667	0.246667	0.289722	0.343889	0.375833	0.413056	0.440000	0.460833	0.467222	0.480278	0.494722	0.496667	0.499167	0.512500	0.510000	0.520833	0.509722	0.515000	0.520833	0.517500	0.520556	0.528056	0.533889	0.528056	0.531944	0.530000	0.535278	0.529722	0.523333	0.544167	0.534722	0.543056	0.539444	0.531111	0.530556	0.528889	0.535833	0.530000	0.535833	0.540833	0.543611	0.540278	0.535000	0.537778	0.536944	0.532778	0.546111	0.528611	0.527222	0.542778
