0.635500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.522500	0.568889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.491000	0.471111	0.570000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.473000	0.431111	0.473333	0.544444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.457000	0.411111	0.436667	0.481111	0.516667	0.000000	0.000000	0.000000	0.000000	0.000000
0.462500	0.354444	0.423333	0.452222	0.476667	0.348889	0.000000	0.000000	0.000000	0.000000
0.443500	0.301111	0.408889	0.451111	0.422222	0.297778	0.442222	0.000000	0.000000	0.000000
0.440000	0.295556	0.415556	0.447778	0.387778	0.256667	0.423333	0.313333	0.000000	0.000000
0.440500	0.296667	0.374444	0.441111	0.364444	0.235556	0.401111	0.270000	0.338889	0.000000
0.440000	0.292222	0.343333	0.437778	0.333333	0.200000	0.376667	0.251111	0.302222	0.442500
