0.635500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635500	0.738889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635500	0.738889	0.810000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635500	0.738889	0.810000	0.790000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635500	0.738889	0.810000	0.790000	0.755556	0.000000	0.000000	0.000000	0.000000	0.000000
0.635500	0.718889	0.810000	0.778889	0.751111	0.663333	0.000000	0.000000	0.000000	0.000000
0.635500	0.708889	0.818889	0.784444	0.756667	0.671111	0.751111	0.000000	0.000000	0.000000
0.635500	0.708889	0.818889	0.784444	0.751111	0.665556	0.757778	0.647778	0.000000	0.000000
0.635500	0.708889	0.806667	0.782222	0.757778	0.672222	0.754444	0.647778	0.691111	0.000000
0.635500	0.708889	0.806667	0.782222	0.747778	0.670000	0.753333	0.635556	0.691111	0.761250
