0.635000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.535500	0.504444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.507500	0.413333	0.575556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.489500	0.383333	0.492222	0.512222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.456500	0.357778	0.474444	0.442222	0.488889	0.000000	0.000000	0.000000	0.000000	0.000000
0.456000	0.352222	0.416667	0.436667	0.433333	0.282222	0.000000	0.000000	0.000000	0.000000
0.442000	0.354444	0.378889	0.432222	0.390000	0.256667	0.406667	0.000000	0.000000	0.000000
0.443500	0.321111	0.354444	0.430000	0.375556	0.234444	0.376667	0.270000	0.000000	0.000000
0.441000	0.311111	0.326667	0.432222	0.346667	0.214444	0.354444	0.236667	0.324444	0.000000
0.432000	0.308889	0.284444	0.428889	0.337778	0.207778	0.341111	0.230000	0.296667	0.445000
