0.635000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635000	0.706667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635000	0.706667	0.816667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635000	0.706667	0.816667	0.788889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.635000	0.706667	0.816667	0.788889	0.771111	0.000000	0.000000	0.000000	0.000000	0.000000
0.635000	0.706667	0.805556	0.786667	0.775556	0.652222	0.000000	0.000000	0.000000	0.000000
0.635000	0.706667	0.804444	0.784444	0.784444	0.660000	0.748889	0.000000	0.000000	0.000000
0.635000	0.685556	0.805556	0.782222	0.776667	0.662222	0.741111	0.643333	0.000000	0.000000
0.635000	0.685556	0.805556	0.782222	0.778889	0.661111	0.743333	0.635556	0.704444	0.000000
0.635000	0.685556	0.803333	0.777778	0.772222	0.658889	0.744444	0.640000	0.698889	0.775000
