13.801804	10.156430	7.195630	5.118302	3.626415	2.712043	2.574346	2.430917	2.346531	2.226926	2.197783	2.139475	2.080644	2.004120	1.950639	1.940086	1.869583	1.799002	1.759334	1.683269	1.680736	1.698494	1.611543	1.574249	1.511802	1.442807	1.380146	1.326272	1.297466	1.258832	1.221340	1.176778	1.158489	1.125183	1.078462	1.040523	0.991843	0.976469	0.922876	0.926760	0.884214	0.863077	0.847510	0.815016	0.800789	0.760951	0.745524	0.734371	0.715529	0.698795
1.571958	1.175838	1.056931	0.997553	0.899815	0.814861	0.754905	0.750566	0.684809	0.617513	0.607564	0.566552	0.566815	0.518401	0.497214	0.471582	0.463953	0.451267	0.433723	0.424435	0.411371	0.387943	0.392569	0.366712	0.376167	0.345442	0.350925	0.325952	0.326003	0.327971	0.331478	0.317493	0.323087	0.300083	0.288789	0.277978	0.273333	0.283146	0.311887	0.271986	0.284538	0.283803	0.243230	0.240895	0.255011	0.239779	0.242142	0.254505	0.269006	0.241824
1.465369	0.887694	0.691142	0.582292	0.605104	0.573786	0.480743	0.430592	0.401542	0.400156	0.394553	0.365371	0.324520	0.322895	0.300532	0.296508	0.305254	0.297389	0.275365	0.253152	0.255798	0.243493	0.217754	0.221042	0.225034	0.225789	0.225966	0.224942	0.189668	0.201895	0.205194	0.208511	0.219293	0.182953	0.199811	0.175157	0.180243	0.189472	0.197750	0.197909	0.176682	0.183526	0.172840	0.182434	0.172016	0.170277	0.164932	0.154394	0.169653	0.165372
1.353951	0.826490	0.718131	0.670089	0.615999	0.555305	0.534643	0.500249	0.454633	0.443480	0.406079	0.395955	0.383351	0.388119	0.354103	0.342053	0.329297	0.330025	0.328219	0.296781	0.271706	0.282790	0.280468	0.280841	0.272955	0.259004	0.255234	0.268334	0.246986	0.246236	0.229501	0.222260	0.248036	0.243236	0.216052	0.204893	0.224220	0.202136	0.205299	0.200344	0.206715	0.179238	0.214965	0.192806	0.186309	0.180745	0.188251	0.184852	0.184561	0.183471
1.320970	0.869829	0.746798	0.698607	0.648493	0.568591	0.546705	0.528019	0.458960	0.411197	0.430689	0.407111	0.386689	0.377483	0.368139	0.348675	0.309462	0.320992	0.296177	0.310967	0.304463	0.268085	0.276540	0.249254	0.267299	0.253643	0.238007	0.246998	0.238310	0.237652	0.229838	0.211783	0.210813	0.224516	0.217181	0.242550	0.203215	0.233364	0.210255	0.184781	0.206885	0.199522	0.203392	0.204492	0.184906	0.191468	0.160432	0.194978	0.185432	0.179022
0.924585	0.401523	0.435855	0.403863	0.378004	0.388376	0.334954	0.333753	0.418182	0.428768	0.354975	0.271807	0.346396	0.308918	0.351555	0.346079	0.277702	0.281590	0.327184	0.260411	0.264492	0.299704	0.246694	0.322534	0.247428	0.306979	0.261845	0.261517	0.304469	0.260089	0.202903	0.133578	0.118216	0.105087	0.105989	0.110380	0.105523	0.100225	0.113065	0.100102	0.102867	0.087181	0.088553	0.089552	0.085274	0.090119	0.098267	0.082917	0.086459	0.077799
0.056169	0.085154	0.093163	0.100171	0.113081	0.082098	0.082566	0.082369	0.086283	0.093140	0.092033	0.077258	0.082037	0.084908	0.079269	0.083963	0.108086	0.090820	0.098105	0.086914	0.075188	0.081640	0.084569	0.076256	0.080156	0.077454	0.081139	0.083512	0.077663	0.075165	0.055106	0.038305	0.036086	0.035292	0.033048	0.031629	0.032010	0.031336	0.029989	0.030094	0.028737	0.029010	0.029203	0.028584	0.028108	0.028163	0.028226	0.027679	0.027609	0.027560
0.302791	0.326026	0.302718	0.333217	0.303645	0.311713	0.315131	0.293022	0.297677	0.281849	0.287249	0.285050	0.279178	0.255312	0.244832	0.248988	0.289239	0.255617	0.273860	0.252550	0.243757	0.240447	0.235900	0.224207	0.227781	0.233210	0.239499	0.232901	0.276927	0.243076	0.155807	0.122641	0.118937	0.102415	0.095308	0.094161	0.096215	0.089547	0.092391	0.083024	0.085218	0.078887	0.078776	0.080196	0.078492	0.077486	0.076797	0.073472	0.074462	0.074667
0.190539	0.200638	0.179766	0.206327	0.161218	0.167601	0.151289	0.140384	0.163600	0.167221	0.146921	0.147798	0.133851	0.153670	0.141427	0.146194	0.147268	0.153351	0.146675	0.129416	0.147285	0.139055	0.134619	0.124728	0.135057	0.138540	0.128142	0.138815	0.155220	0.140630	0.086870	0.064897	0.059481	0.056914	0.055618	0.051552	0.050758	0.048474	0.047827	0.047388	0.045640	0.049445	0.043729	0.043498	0.044519	0.042011	0.041114	0.040751	0.041618	0.040972
0.023568	0.018902	0.017013	0.016214	0.016263	0.016420	0.016968	0.018059	0.020549	0.026767	0.027917	0.029940	0.030421	0.033256	0.033995	0.034301	0.035622	0.036961	0.036248	0.047025	0.046301	0.043222	0.035514	0.037097	0.036099	0.033627	0.034453	0.034569	0.035597	0.037044	0.026135	0.022417	0.021544	0.020567	0.020226	0.019959	0.019594	0.019668	0.019376	0.019019	0.018912	0.018659	0.018849	0.018408	0.018421	0.018152	0.018089	0.018102	0.017923	0.017801
